company_name,location,city,country,services,company_url,membership_years,membership_types,description,contact_available,scraped_at,source_page,source_url,email,all_emails,phone,all_phones,website,all_websites,address,all_addresses
Real Logistics Sp. z o.o. Sp. K.,Wroclaw - Poland,Wroclaw,Poland,"['FCL', 'Air Freight']",https://www.jctrans.com/en/store/home/35b57a047a86b34f3b5cea4cf1a3f31c,11-Year,['VIP Level 1'],Global Freight & Complete Local Logistics in EU,True,2025-08-06T07:23:35.573687,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",jctrans@real-logistics.pl,['jctrans@real-logistics.pl'],21020202000645,"['21020202000645', '2022004632']",https://www.real-logistics.pl,['https://www.real-logistics.pl'],"3-Nov-2025 
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
5
····
Company Profile
Global Freight & Complete Local Logistics in EU

Our slogan ""Global Freight & Complete Local Logistics in EU"" perfectly reflects our mission - combining global transport capabilities with comprehensive logistics support across Europe","['3-Nov-2025 \nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n5\n····\nCompany Profile\nGlobal Freight & Complete Local Logistics in EU\n\nOur slogan ""Global Freight & Complete Local Logistics in EU"" perfectly reflects our mission - combining global transport capabilities with comprehensive logistics support across Europe', '1 and fiscal customs clearance procedures faster and more efficiently than standard processes. With our support, your goods clear borders quickly and compliantly.\n\nRoad Transport - First & Last Mile Across Europe\nWe provide reliable and fast road transport of FCL containers and LCL shipments throughout Europe, offering both first-mile and last-mile drayage with delivery times ranging from 24 to 72 hours', '20 Years of Experience\nFor over two decades, we have been handling international shipments:\nSea freight - servicing over 185 ports worldwide\nAir freight - including urgent time-critical shipments\nRail freight - especially between China and Europe (e', '7, ensuring continuous support and seamless logistics coordination.\n\nReal Logistics - Trust the experts who truly deliver\njctrans@real-logistics', '140A 54-429 Wroclaw, Poland\n\nEstablishment Time\n\n2006\n\nEnterprise Size\n\n101-500\n\nWebsite\n\nwww.real-logistics.pl\n\nCertificates\n\nCompany Picture\n\nReal Logistics Sp. z o.o. Sp. K.Poland , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
"RUTAIR INTERNATIONAL FORWARDERS, S.L.",Madrid - Spain,Madrid,Spain,"['FCL', 'LCL', 'Special Container', 'Air Freight', 'Customs Clearance']",https://www.jctrans.com/en/store/home/d1eff42021a7d596183ccccdb576ab89,11-Year,"['VIP Level 1', 'VIP Level 2']",We can distribute your products in any area,True,2025-08-06T07:23:35.656793,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.rutair.es,['https://www.rutair.es'],"311113
11-Year
Subscribe

We can distribute your products in any area

JC Elite
18-Jul-2027 
JC Dangerous Goods
21-Jul-2026 
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
3
Company Profile
Found in 1995，as cargo agent for sea and air freight, RUTAIR INTERNATIONAL FORWARDERS, has developed and intense activity in the world of international cargo transport","['311113\n11-Year\nSubscribe\n\nWe can distribute your products in any area\n\nJC Elite\n18-Jul-2027 \nJC Dangerous Goods\n21-Jul-2026 \nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n3\nCompany Profile\nFound in 1995，as cargo agent for sea and air freight, RUTAIR INTERNATIONAL FORWARDERS, has developed and intense activity in the world of international cargo transport', '10-2a PLANTA-OFIC. Madrid, Spain\n\nEstablishment Time\n\n1995\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.rutair.es.\n\nCertificates\n\nCompany Picture\n\nRUTAIR INTERNATIONAL FORWARDERS, S.L.Spain , , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
"SEAMAX FREIGHT INTERNATIONAL, INC",Los Angeles - United States,Los Angeles,United States,"['FCL', 'LCL', 'Air Freight', 'Truck', 'Customs Clearance']",https://www.jctrans.com/en/store/home/2fac86fab9f5d79375c469858e4482ce,11-Year,['VIP Level 1'],,True,2025-08-06T07:23:35.752398,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.seamaxfreight.com,['https://www.seamaxfreight.com'],"878888
11-Year
Subscribe

JC Elite
10-Jul-2033 
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
2
Company Profile
Seamax Freight International is an international logistics company with headquarters in Cerritos, CA. At Seamax Freight, we understand how valuable your cargo is. The time it takes to source your product, place your purchase order, wait for production and finally shipping your shipment to deliver to your customers are all part of the supply chain.

Basic Information

Location

Los Angeles, United States

Address

13875 Cerritos Corporate Drive, Unit B, Cerritos, CA 90703,Los Angeles USA

Establishment Time

2018

Enterprise Size

11-50

Website

www.seamaxfreight.com

Certificates
SEAMAX FREIGHT INTERNATIONAL, INCUnited States , , , ,
Membership
Membership introduction
Benefits Overview
JC Elite
JC Premium
JC Rising
JC Project
JC Dangerous Goods
JC Railway
JC eCommerce
JC Vendor
Club
Become a Member
Business Opportunity
Company Directory
Inquiry
Find Agent
Cooperation Risk Protection
Risk Member List
Online Claim
Risk Prevention
Assurance Introduction
Event
Global Conference
Exhibiton
Industry Event
JC Pay
Settlement between members without any fees
Collect money from your Chinese partner cheap and fast
Tools
Schedule Plan
Container Tracking
AMS Filing
ISF Filing
ACI(EM) Filing
AFR Filing
FMC Application
JC Selection
Freightsite Finder
About Us
About Us
Contact Us
Resources
Success Story
Help Center
Customer
My Dashboard
Opinion/Suggestion
Sign In
Sign up

© 2025 jctrans","['878888\n11-Year\nSubscribe\n\nJC Elite\n10-Jul-2033 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n2\nCompany Profile\nSeamax Freight International is an international logistics company with headquarters in Cerritos, CA. At Seamax Freight, we understand how valuable your cargo is. The time it takes to source your product, place your purchase order, wait for production and finally shipping your shipment to deliver to your customers are all part of the supply chain.\n\nBasic Information\n\nLocation\n\nLos Angeles, United States\n\nAddress\n\n13875 Cerritos Corporate Drive, Unit B, Cerritos, CA 90703,Los Angeles USA\n\nEstablishment Time\n\n2018\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.seamaxfreight.com\n\nCertificates\nSEAMAX FREIGHT INTERNATIONAL, INCUnited States , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
SINOOCEAN GROUP LTD.,Shenzhen - China,Shenzhen,China,"['FCL', 'LCL', 'Special Container', 'Truck']",https://www.jctrans.com/en/store/home/3dce994362a56c33925dc63bdae5b213,11-Year,['VIP Level 1'],Focus on international freight forwarding services,True,2025-08-06T07:23:35.825484,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.sinooceancn.com,['https://www.sinooceancn.com'],"100258
11-Year
Subscribe

Focus on international freight forwarding services

JC Elite
20-Oct-2027 
Orders:4 US $36,000+
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
9
····
Company Profile
SINOOCEAN GROUP LTD","['100258\n11-Year\nSubscribe\n\nFocus on international freight forwarding services\n\nJC Elite\n20-Oct-2027 \nOrders:4 US $36,000+\nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n9\n····\nCompany Profile\nSINOOCEAN GROUP LTD', '1999. Have more than 600 staffs so far. As an International Logistics forwarder, Sino-Ocean got formal approval by Chinese Foreign Trade and Economic Cooperation Ministry, and got the qualification of NVOCC (MOC-NV 02462) by Ministry of Transportation of People’s Republic ofChina', '600 staffs in our company.\n\nBasic Information\n\nLocation\n\nShenzhen, China\n\nAddress\n\n4F,WEST BLOCK,BUILDING 428,NO.43 BAGUA ROAD,FUTIAN DISTRICT , SHENZHEN CITY,GUANGDONG PROVINCE,PRC.\n\nEstablishment Time\n\n2004\n\nEnterprise Size\n\n500-1000\n\nWebsite\n\nwww', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
Golden Bridge International Inc,Los Angeles - United States,Los Angeles,United States,"['Hazardous Cargo', 'Customs Clearance', 'Air Freight', 'Warehousing', 'Special Container']",https://www.jctrans.com/en/store/home/cab6cca9b57a9dc03e56b56e2fc69a9e,10-Year,['VIP Level 1'],27 years history with own warehouse and truck,True,2025-08-06T07:23:35.934922,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.goldenbridge-intl.com,['https://www.goldenbridge-intl.com'],"105694
10-Year
Subscribe

27 years history with own warehouse and truck

JC Elite
19-Mar-2028 
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
12
····
Company Profile
Founded in 1999 by new immigrants with a true passion for international trade, Golden Bridge's mission has always been to be the preferred freight forwarder serving and facilitating the logistics needs of other entrepreneurs and helping them realize their business’s full potential on a global scale","[""105694\n10-Year\nSubscribe\n\n27 years history with own warehouse and truck\n\nJC Elite\n19-Mar-2028 \nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n12\n····\nCompany Profile\nFounded in 1999 by new immigrants with a true passion for international trade, Golden Bridge's mission has always been to be the preferred freight forwarder serving and facilitating the logistics needs of other entrepreneurs and helping them realize their business’s full potential on a global scale"", '733 9th Ave , City of Industry\n\nEstablishment Time\n\n2015\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww.goldenbridge-intl.com\n\nCertificates\n\nCompany Picture\n\nGolden Bridge International IncUnited States , , , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
1UP Cargo Limited,Auckland - New Zealand,Auckland,New Zealand,"['FCL', 'LCL', 'Reefer Container', 'Air Freight', 'Customs Clearance']",https://www.jctrans.com/en/store/home/2661fb53b6f3b2b15ac3e1f68d4d9c4e,10-Year,['VIP Level 1'],Integrated Freight Services for Modern Businesses,True,2025-08-06T07:23:36.175221,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.1upcargo.com,['https://www.1upcargo.com'],"1UP Cargo Limited

Member ID 777799
10-Year
Subscribe

Integrated Freight Services for Modern Businesses

JC Elite
27-Feb-2031 
Chat Online
1-on-1 Inquiry
Service Scope
Company Profile
Attented History
Contact Us
Branches
Service Scope
Total Likes
1
Company Profile
1UP CARGO is a Family Owned and Operated Freight Forwarding and Customs Brokerage with its own offices across Australia and Canada. We take ownership of the international Supply Chain to ensure that your clients get the best-in-class service that they demand, and we believe this keeps them coming back to engage with you, time after time. We pride ourselves on staying on the cutting edge of innovations in the international transport industry and remain agile enough to adapt to these changes as the opportunities present themselves. We believe in engaging all Stakeholders within the International supply chain, which include nurturing our relationships with Tier 1 Carrier contacts. These relationships ensure that we remain competitive whilst also being able to back-up our service commitment to our agents and clients. We have a good mix of industry veterans and youth staff that can understand and relate to your clients’ needs, before they even know what they are","['1UP Cargo Limited\n\nMember ID 777799\n10-Year\nSubscribe\n\nIntegrated Freight Services for Modern Businesses\n\nJC Elite\n27-Feb-2031 \nChat Online\n1-on-1 Inquiry\nService Scope\nCompany Profile\nAttented History\nContact Us\nBranches\nService Scope\nTotal Likes\n1\nCompany Profile\n1UP CARGO is a Family Owned and Operated Freight Forwarding and Customs Brokerage with its own offices across Australia and Canada. We take ownership of the international Supply Chain to ensure that your clients get the best-in-class service that they demand, and we believe this keeps them coming back to engage with you, time after time. We pride ourselves on staying on the cutting edge of innovations in the international transport industry and remain agile enough to adapt to these changes as the opportunities present themselves. We believe in engaging all Stakeholders within the International supply chain, which include nurturing our relationships with Tier 1 Carrier contacts. These relationships ensure that we remain competitive whilst also being able to back-up our service commitment to our agents and clients. We have a good mix of industry veterans and youth staff that can understand and relate to your clients’ needs, before they even know what they are', '1\tGeneral Freight Forwarding Export & Import Services 2\tCustoms and AQIS Brokerage 3\tTime Critical and Dangerous Goods Transport 4\tFBA and E-Commerce Fulfilments 5\tProject & OOG Cargo 6\tFood and Beverages Cargo 7\tPO Management8\t24/7 contact through email, WhatsApp, WeChat and skype and landlines', '1UP Cargo 39 Bishop Dunn Place Botany 2013 Auckland, New Zealand\n\nEstablishment Time\n\n2018\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww.1upcargo.com\n\nCertificates\n\nCompany Picture\n\n1UP Cargo LimitedNew Zealand , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
DAXEL ITALY SRL,Milan - Italy,Milan,Italy,"['FCL', 'LCL', 'Hazardous Cargo', 'Break Bulk', 'Air Freight']",https://www.jctrans.com/en/store/home/9b62cce921bef9893c2036138a38991c,10-Year,['VIP Level 1'],,True,2025-08-06T07:23:36.275876,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.daxel-log.com,['https://www.daxel-log.com'],"106129
10-Year
Subscribe

JC Elite
2-Jun-2028 
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
1
Company Profile
Daxel Italy Srl offers competencies in the sector of international shipments with convenient tariffs all over the world","['106129\n10-Year\nSubscribe\n\nJC Elite\n2-Jun-2028 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n1\nCompany Profile\nDaxel Italy Srl offers competencies in the sector of international shipments with convenient tariffs all over the world', '23, 20134 Milano Italy\n\nEstablishment Time\n\n2013\n\nEnterprise Size\n\n11-50\n\nWebsite\n\nwww.daxel-log.com\n\nCertificates\nDAXEL ITALY SRLItaly , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
EXCESS International,Paris - France,Paris,France,"['FCL', 'Air Freight', 'Warehousing']",https://www.jctrans.com/en/store/home/eb53ed0f290423f844dd7d5a9fe87749,10-Year,['VIP Level 1'],,True,2025-08-06T07:23:36.364666,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.excess.fr,['https://www.excess.fr'],"778888
10-Year
Subscribe

JC Elite
8-Feb-2026 
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
12
····
Company Profile
EXCESS International is an Independent forwarding company in France as IATA member and AEO licensed customs broker","['778888\n10-Year\nSubscribe\n\nJC Elite\n8-Feb-2026 \nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n12\n····\nCompany Profile\nEXCESS International is an Independent forwarding company in France as IATA member and AEO licensed customs broker', '1994, EXCESS continues developping our strong abilities in all aspects in transport by air as well as by sea. We have now our own offices in CDG, le HAVRE, Lyon and Marseille. We are  certificated ISO9000 and RSE.  Our experienced team always provides most professional and efficient solutions to our clients in differents fields such as oil & gas industrial and automobile, in exhibitions, events shipments,  chemical, dangerous goods, OOG project cargo and E commerce business', '2023, we opened our link office in Singapore to serve better our agents and clients in Asia.\n\nBasic Information\n\nLocation\n\nParis, France\n\nAddress\n\nZAC du Moulin, 5 Rue de Meunier\n\nEstablishment Time\n\n1992\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww.excess.fr\n\nCertificates\nEXCESS InternationalFrance , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
Global Alliance Logistics Pte Ltd,Singapore - Singapore,Singapore,Singapore,"['Special Container', 'Hazardous Cargo', 'Break Bulk', 'Air Freight', 'Warehousing']",https://www.jctrans.com/en/store/home/9b23b8f01ef168e9c7d3bcfe9626ca7f,10-Year,['VIP Level 1'],,True,2025-08-06T07:23:36.447178,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.globalalliancelog.com,['https://www.globalalliancelog.com'],"888828
10-Year
Subscribe

JC Elite
21-Feb-2026 
Orders:3 US $1,000+
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Company Profile
Global Alliance Logistics Pte Ltd is a Singapore company that offers international transportation services and logistics solutions from and to all location in the world","['888828\n10-Year\nSubscribe\n\nJC Elite\n21-Feb-2026 \nOrders:3 US $1,000+\nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nCompany Profile\nGlobal Alliance Logistics Pte Ltd is a Singapore company that offers international transportation services and logistics solutions from and to all location in the world', '37 Tannery Lane #04-03 Singapore 347790\n\nEstablishment Time\n\n2013\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
INTERFRACHT Air-Sea-Land Service GmbH,Hamburg - Germany,Hamburg,Germany,"['FCL', 'LCL', 'Air Freight', 'Warehousing', 'Special Container']",https://www.jctrans.com/en/store/home/6a7500d7ddd0307b716dd5fa7af48ccb,10-Year,['VIP Level 1'],,True,2025-08-06T07:23:36.515451,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.interfracht.de,['https://www.interfracht.de'],"50 years we provide professional logistic solutions. International freight forwarding means to us, to take care of a fast and reliable transport chain. A smoothly ride around the globe, based on continuous development. Interfracht is your contact when it comes to complex requirements for freight forwarding","['50 years we provide professional logistic solutions. International freight forwarding means to us, to take care of a fast and reliable transport chain. A smoothly ride around the globe, based on continuous development. Interfracht is your contact when it comes to complex requirements for freight forwarding', '16, 21079 Hamburg\n\nEstablishment Time\n\n1989\n\nEnterprise Size\n\n101-500\n\nWebsite\n\nwww.interfracht.de\n\nCertificates\nINTERFRACHT Air-Sea-Land Service GmbHGermany , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
SPEDITION,New Delhi - India,New Delhi,India,"['Hazardous Cargo', 'FCL', 'Customs Clearance', 'LCL', 'Air Freight']",https://www.jctrans.com/en/store/home/9ce51a6372a8122e9e1da11a3f796f30,10-Year,['VIP Level 1'],,True,2025-08-06T07:23:36.581099,2,"https://www.jctrans.com/en/membership/list/0-JC%20Elite,GCP?years=0&page=2",,,21020202000645,"['21020202000645', '2022004632']",https://www.speditionindia.com,['https://www.speditionindia.com'],"111865
10-Year
Subscribe

JC Elite
3-Jun-2031 
Orders:9 US $49,000+
Chat Online
1-on-1 Inquiry
Company Profile
Attented History
Contact Us
Service Scope
Total Likes
2
Company Profile
At Spedition we have started our journey in April 2018, but we have more than 15 years of experience in the foundation of our organization, which we have successfully achieved by completing more than International 1000 Exhibition Logistics & other international projects","['111865\n10-Year\nSubscribe\n\nJC Elite\n3-Jun-2031 \nOrders:9 US $49,000+\nChat Online\n1-on-1 Inquiry\nCompany Profile\nAttented History\nContact Us\nService Scope\nTotal Likes\n2\nCompany Profile\nAt Spedition we have started our journey in April 2018, but we have more than 15 years of experience in the foundation of our organization, which we have successfully achieved by completing more than International 1000 Exhibition Logistics & other international projects', '34, Sector-64, Noida-201309, Uttar Pradesh, INDIA\n\nEstablishment Time\n\n2018\n\nEnterprise Size\n\n51-100\n\nWebsite\n\nwww.speditionindia.com\n\nCertificates\nSPEDITIONIndia , , , ,\nMembership\nMembership introduction\nBenefits Overview\nJC Elite\nJC Premium\nJC Rising\nJC Project\nJC Dangerous Goods\nJC Railway\nJC eCommerce\nJC Vendor\nClub\nBecome a Member\nBusiness Opportunity\nCompany Directory\nInquiry\nFind Agent\nCooperation Risk Protection\nRisk Member List\nOnline Claim\nRisk Prevention\nAssurance Introduction\nEvent\nGlobal Conference\nExhibiton\nIndustry Event\nJC Pay\nSettlement between members without any fees\nCollect money from your Chinese partner cheap and fast\nTools\nSchedule Plan\nContainer Tracking\nAMS Filing\nISF Filing\nACI(EM) Filing\nAFR Filing\nFMC Application\nJC Selection\nFreightsite Finder\nAbout Us\nAbout Us\nContact Us\nResources\nSuccess Story\nHelp Center\nCustomer\nMy Dashboard\nOpinion/Suggestion\nSign In\nSign up\n\n© 2025 jctrans', '2-20240208\n\nPost Inquiry\n\nGo to cart']"
